type,value,defanged,source,timestamp,context,first_seen,confidence
url,https://ift.tt/5xKj7BV,hxxps://ift[.]tt/5xKj7BV,https://t.me/ctinow/249345,2026-04-25T12:24:35+00:00,"Treasury scam involved impersonation, not direct hack : Deputy Minister https://ift.tt/5xKj7BV",2026-04-28T05:19:40.319597Z,medium
url,https://ift.tt/KN7DEdz,hxxps://ift[.]tt/KN7DEdz,https://t.me/ctinow/249330,2026-04-24T18:24:29+00:00,Microsoft to roll out Entra passkeys on Windows in late April https://ift.tt/KN7DEdz,2026-04-28T05:19:40.319601Z,medium
url,https://ift.tt/DTJBFQH,hxxps://ift[.]tt/DTJBFQH,https://t.me/ctinow/249324,2026-04-24T15:49:22+00:00,NASA Employees Duped in Chinese Phishing Scheme Targeting U.S. Defense Software https://ift.tt/DTJBFQH,2026-04-28T05:19:40.319605Z,medium
url,https://ift.tt/mMdwXnp,hxxps://ift[.]tt/mMdwXnp,https://t.me/ctinow/249320,2026-04-24T15:04:17+00:00,Signal phishing campaign targets Germany’s Bundestag President Julia Klöckner https://ift.tt/mMdwXnp,2026-04-28T05:19:40.319610Z,medium
url,https://ift.tt/5qct12s,hxxps://ift[.]tt/5qct12s,https://t.me/ctinow/249316,2026-04-24T14:09:35+00:00,"What is a passkey, how does it work and why is it better than a password? https://ift.tt/5qct12s",2026-04-28T05:19:40.319615Z,medium
url,https://ift.tt/63oJuwj,hxxps://ift[.]tt/63oJuwj,https://t.me/ctinow/249314,2026-04-24T13:34:27+00:00,AI Phishing Is No. 1 With a Bullet for Cyberattackers https://ift.tt/63oJuwj,2026-04-28T05:19:40.319619Z,medium
url,https://ift.tt/bYsxZU3,hxxps://ift[.]tt/bYsxZU3,https://t.me/ctinow/249163,2026-04-22T11:09:42+00:00,"s top initial access vector, as attacks targeting public administration persist https://ift.tt/bYsxZU3",2026-04-28T05:19:40.319624Z,medium
url,https://ift.tt/fr7byTe,hxxps://ift[.]tt/fr7byTe,https://t.me/ctinow/249142,2026-04-22T02:09:25+00:00,"ISC Stormcast For Wednesday, April 22nd, 2026 https://ift.tt/fr7byTe, (Wed, Apr 22nd) https://ift.tt/djeqIWA",2026-04-28T05:19:40.319628Z,medium
url,https://ift.tt/djeqIWA,hxxps://ift[.]tt/djeqIWA,https://t.me/ctinow/249142,2026-04-22T02:09:25+00:00,"ormcast For Wednesday, April 22nd, 2026 https://ift.tt/fr7byTe, (Wed, Apr 22nd) https://ift.tt/djeqIWA",2026-04-28T05:19:40.319632Z,medium
url,https://ift.tt/gZtKSmC,hxxps://ift[.]tt/gZtKSmC,https://t.me/ctinow/249114,2026-04-21T15:04:17+00:00,‘Scattered Spider’ Member ‘Tylerb’ Pleads Guilty https://ift.tt/gZtKSmC,2026-04-28T05:19:40.319637Z,medium
url,https://ift.tt/qgOYZDV,hxxps://ift[.]tt/qgOYZDV,https://t.me/ctinow/249105,2026-04-21T13:19:41+00:00,"] It's not you, it's your printer: State-sponsored and phishing threats in 2025 https://ift.tt/qgOYZDV",2026-04-28T05:19:40.319641Z,medium
url,https://ift.tt/OtcKIQh,hxxps://ift[.]tt/OtcKIQh,https://t.me/ctinow/249104,2026-04-21T13:19:40+00:00,Phishing and MFA exploitation: Targeting the keys to the kingdom https://ift.tt/OtcKIQh,2026-04-28T05:19:40.319646Z,medium
url,https://ift.tt/7HOs6Xg,hxxps://ift[.]tt/7HOs6Xg,https://t.me/ctinow/249063,2026-04-20T21:04:39+00:00,re Using Apple Account Notifications for a Phishing Campaign and Malware Attack https://ift.tt/7HOs6Xg,2026-04-28T05:19:40.319650Z,medium
url,https://ift.tt/6A9gkVC,hxxps://ift[.]tt/6A9gkVC,https://t.me/ctinow/249023,2026-04-20T10:59:42+00:00,FakeWallet crypto stealer spreading through iOS apps in the App Store https://ift.tt/6A9gkVC,2026-04-28T05:19:40.319654Z,medium
url,https://ift.tt/JGSFs26,hxxps://ift[.]tt/JGSFs26,https://t.me/ctinow/249001,2026-04-19T16:09:37+00:00,Apple account change alerts abused to send phishing emails https://ift.tt/JGSFs26,2026-04-28T05:19:40.319659Z,medium
url,https://ift.tt/arsy4pI,hxxps://ift[.]tt/arsy4pI,https://t.me/ctinow/248978,2026-04-18T10:39:06+00:00,Tycoon 2FA Loses Phishing Kit Crown Amid Surge in Attacks https://ift.tt/arsy4pI,2026-04-28T05:19:40.319663Z,medium
url,https://ift.tt/sUHDtfP,hxxps://ift[.]tt/sUHDtfP,https://t.me/ctinow/248967,2026-04-17T20:54:05+00:00,"Tycoon 2FA Phishers Scatter, Adopt Device Code Phishing https://ift.tt/sUHDtfP",2026-04-28T05:19:40.319668Z,medium
url,https://ift.tt/bL6G4hP,hxxps://ift[.]tt/bL6G4hP,https://t.me/ctinow/248957,2026-04-17T15:09:38+00:00,New Phishing Attack Turns n8n Into On-Demand Malware Machine https://ift.tt/bL6G4hP,2026-04-28T05:19:40.319672Z,medium
url,https://ift.tt/2j64ltb,hxxps://ift[.]tt/2j64ltb,https://t.me/ctinow/248948,2026-04-17T12:34:11+00:00,ar: From phishing to fallout — Why MSPs must rethink both security and recovery https://ift.tt/2j64ltb,2026-04-28T05:19:40.319676Z,medium
url,https://ift.tt/nyh51Jc,hxxps://ift[.]tt/nyh51Jc,https://t.me/ctinow/248891,2026-04-16T15:04:45+00:00,AI platform n8n abused for stealthy phishing and malware delivery https://ift.tt/nyh51Jc,2026-04-28T05:19:40.319681Z,medium
url,https://ift.tt/eqilUpY,hxxps://ift[.]tt/eqilUpY,https://t.me/ctinow/248887,2026-04-16T14:19:23+00:00,New ATHR vishing platform uses AI voice agents for automated attacks https://ift.tt/eqilUpY,2026-04-28T05:19:40.319685Z,medium
