type,value,defanged,source,timestamp,context,first_seen,confidence
url,https://ift.tt/adtiKGg,hxxps://ift[.]tt/adtiKGg,https://t.me/ctinow/247786,2026-03-26T11:29:43+00:00,LLM Before Malware Breach Suspected to Originate from Trivy Supply Chain Attack https://ift.tt/adtiKGg,2026-04-28T05:09:28.766962Z,medium
url,https://ift.tt/8gTw6G7,hxxps://ift[.]tt/8gTw6G7,https://t.me/ctinow/247766,2026-03-26T02:04:34+00:00,"ISC Stormcast For Thursday, March 26th, 2026 https://ift.tt/8gTw6G7, (Thu, Mar 26th) https://ift.tt/j3wq7aI",2026-04-28T05:09:28.766966Z,medium
url,https://ift.tt/j3wq7aI,hxxps://ift[.]tt/j3wq7aI,https://t.me/ctinow/247766,2026-03-26T02:04:34+00:00,"tormcast For Thursday, March 26th, 2026 https://ift.tt/8gTw6G7, (Thu, Mar 26th) https://ift.tt/j3wq7aI",2026-04-28T05:09:28.766970Z,medium
url,https://ift.tt/l8AYwyP,hxxps://ift[.]tt/l8AYwyP,https://t.me/ctinow/247719,2026-03-25T12:04:55+00:00,"From Trivy to Broad OSS Compromise: TeamPCP Hits Docker Hub, VS Code, PyPI https://ift.tt/l8AYwyP",2026-04-28T05:09:28.766974Z,medium
url,https://ift.tt/kiKImGb,hxxps://ift[.]tt/kiKImGb,https://t.me/ctinow/247708,2026-03-25T09:49:38+00:00,Malicious LiteLLM versions linked to TeamPCP supply chain attack https://ift.tt/kiKImGb,2026-04-28T05:09:28.766979Z,medium
url,https://ift.tt/Dgp5UOj,hxxps://ift[.]tt/Dgp5UOj,https://t.me/ctinow/247699,2026-03-25T02:04:32+00:00,"ISC Stormcast For Wednesday, March 25th, 2026 https://ift.tt/Dgp5UOj, (Wed, Mar 25th) https://ift.tt/Tp2ekBO",2026-04-28T05:09:28.766983Z,medium
url,https://ift.tt/Tp2ekBO,hxxps://ift[.]tt/Tp2ekBO,https://t.me/ctinow/247699,2026-03-25T02:04:32+00:00,"ormcast For Wednesday, March 25th, 2026 https://ift.tt/Dgp5UOj, (Wed, Mar 25th) https://ift.tt/Tp2ekBO",2026-04-28T05:09:28.766987Z,medium
url,https://ift.tt/MV6NCKW,hxxps://ift[.]tt/MV6NCKW,https://t.me/ctinow/247698,2026-03-25T01:09:20+00:00,"tecting, investigating, and defending against the Trivy supply chain compromise https://ift.tt/MV6NCKW",2026-04-28T05:09:28.766993Z,medium
url,https://ift.tt/VcglM6a,hxxps://ift[.]tt/VcglM6a,https://t.me/ctinow/247694,2026-03-24T21:54:08+00:00,Checkmarx KICS Code Scanner Targeted in Widening Supply Chain Hit https://ift.tt/VcglM6a,2026-04-28T05:09:28.766997Z,medium
url,https://ift.tt/VaxNdXR,hxxps://ift[.]tt/VaxNdXR,https://t.me/ctinow/247688,2026-03-24T19:34:10+00:00,mPCP Backdoors LiteLLM Versions 1.82.7–1.82.8 Likely via Trivy CI/CD Compromise https://ift.tt/VaxNdXR,2026-04-28T05:09:28.767001Z,medium
url,https://ift.tt/HYnWI1X,hxxps://ift[.]tt/HYnWI1X,https://t.me/ctinow/247682,2026-03-24T17:59:23+00:00,Experts warn of a ‘loud and aggressive’ extortion wave following Trivy hack https://ift.tt/HYnWI1X,2026-04-28T05:09:28.767006Z,medium
url,https://ift.tt/uIzKXEH,hxxps://ift[.]tt/uIzKXEH,https://t.me/ctinow/247623,2026-03-23T22:14:18+00:00,Trivy Supply Chain Attack Targets CI/CD Secrets https://ift.tt/uIzKXEH,2026-04-28T05:09:28.767011Z,medium
url,https://ift.tt/XbTwe3c,hxxps://ift[.]tt/XbTwe3c,https://t.me/ctinow/247610,2026-03-23T17:49:34+00:00,"Trivy supply-chain attack spreads to Docker, GitHub repos https://ift.tt/XbTwe3c",2026-04-28T05:09:28.767015Z,medium
url,https://ift.tt/T82PreH,hxxps://ift[.]tt/T82PreH,https://t.me/ctinow/247594,2026-03-23T14:44:23+00:00,44 Aqua Security repositories defaced after Trivy supply chain breach https://ift.tt/T82PreH,2026-04-28T05:09:28.767019Z,medium
url,https://ift.tt/YOFH94t,hxxps://ift[.]tt/YOFH94t,https://t.me/ctinow/247584,2026-03-23T13:44:18+00:00,Aqua’s Trivy Vulnerability Scanner Hit by Supply Chain Attack https://ift.tt/YOFH94t,2026-04-28T05:09:28.767023Z,medium
url,https://ift.tt/JZhxME9,hxxps://ift[.]tt/JZhxME9,https://t.me/ctinow/247562,2026-03-23T09:04:13+00:00,"Trivy Hack Spreads Infostealer via Docker, Triggers Worm and Kubernetes Wiper https://ift.tt/JZhxME9",2026-04-28T05:09:28.767028Z,medium
url,https://ift.tt/oOzjnTD,hxxps://ift[.]tt/oOzjnTD,https://t.me/ctinow/247530,2026-03-21T17:39:20+00:00,Trivy vulnerability scanner breach pushed infostealer via GitHub Actions https://ift.tt/oOzjnTD,2026-04-28T05:09:28.767034Z,medium
url,https://ift.tt/D4v3Ask,hxxps://ift[.]tt/D4v3Ask,https://t.me/ctinow/247519,2026-03-21T08:04:43+00:00,Supply Chain Attack Triggers Self-Spreading CanisterWorm Across 47 npm Packages https://ift.tt/D4v3Ask,2026-04-28T05:09:28.767038Z,medium
url,https://ift.tt/heCsVx2,hxxps://ift[.]tt/heCsVx2,https://t.me/ctinow/247508,2026-03-20T18:49:22+00:00,"curity Scanner GitHub Actions Breached, 75 Tags Hijacked to Steal CI/CD Secrets https://ift.tt/heCsVx2",2026-04-28T05:09:28.767043Z,medium
url,https://ift.tt/UHV7Eua,hxxps://ift[.]tt/UHV7Eua,https://t.me/ctinow/147984,2023-11-08T06:03:56+00:00,https://ift.tt/UHV7Eua Aqua Trivy open-source security scanner now finds Kubernetes security risks,2026-04-28T05:09:28.767047Z,medium
url,https://ift.tt/cnKV6pi,hxxps://ift[.]tt/cnKV6pi,https://t.me/ctinow/147635,2023-11-06T20:12:21+00:00,https://ift.tt/cnKV6pi Aqua Security Introduces Industry-First Kubernetes Vulnerability Scanning With,2026-04-28T05:09:28.767051Z,medium
url,https://ift.tt/Mp2s14Q,hxxps://ift[.]tt/Mp2s14Q,https://t.me/ctinow/249399,2026-04-27T14:14:23+00:00,"anisterSprawl npm Worm Identified, and Tier 1 Coverage Returns, (Mon, Apr 27th) https://ift.tt/Mp2s14Q",2026-04-28T05:09:28.767055Z,medium
url,https://ift.tt/lDrnXxo,hxxps://ift[.]tt/lDrnXxo,https://t.me/ctinow/249370,2026-04-27T08:59:45+00:00,Operation Golden Phantom: Analyzing the Malgent Trojan Supply Chain Attack https://ift.tt/lDrnXxo,2026-04-28T05:09:28.767060Z,medium
url,https://ift.tt/5pb0lMv,hxxps://ift[.]tt/5pb0lMv,https://t.me/ctinow/249302,2026-04-24T09:59:45+00:00,Checkmarx supply chain attack impacts Bitwarden npm distribution path https://ift.tt/5pb0lMv,2026-04-28T05:09:28.767064Z,medium
url,https://ift.tt/a8yWtzB,hxxps://ift[.]tt/a8yWtzB,https://t.me/ctinow/249299,2026-04-24T08:29:06+00:00,Npm Supply Chain Malware Attack Targets Developers With Worm-Like Propagation https://ift.tt/a8yWtzB,2026-04-28T05:09:28.767068Z,medium
url,https://ift.tt/1LrgcTI,hxxps://ift[.]tt/1LrgcTI,https://t.me/ctinow/249297,2026-04-24T08:14:13+00:00,Bitwarden NPM Package Hit in Supply Chain Attack https://ift.tt/1LrgcTI,2026-04-28T05:09:28.767072Z,medium
url,https://ift.tt/PL5DJ2z,hxxps://ift[.]tt/PL5DJ2z,https://t.me/ctinow/249271,2026-04-23T16:14:35+00:00,New Checkmarx supply-chain breach affects KICS analysis tool https://ift.tt/PL5DJ2z,2026-04-28T05:09:28.767076Z,medium
url,https://ift.tt/EOL5atd,hxxps://ift[.]tt/EOL5atd,https://t.me/ctinow/249265,2026-04-23T14:44:35+00:00,Bitwarden CLI Compromised in Ongoing Checkmarx Supply Chain Campaign https://ift.tt/EOL5atd,2026-04-28T05:09:28.767080Z,medium
